1, 600, 996, 19887
2, 600, 995, 19786
3, 600, 994, 19698
4, 600, 988, 19627
5, 600, 987, 19543
6, 600, 984, 19480
7, 600, 981, 19395
8, 600, 980, 19319
9, 600, 979, 19232
10, 600, 978, 19163
11, 600, 973, 19085
12, 600, 970, 19019
13, 600, 968, 18967
14, 600, 965, 18910
15, 600, 964, 18849
16, 600, 960, 18784
17, 600, 958, 18725
18, 600, 954, 18659
19, 600, 952, 18612
20, 600, 949, 18555
21, 600, 948, 18508
22, 600, 944, 18445
23, 600, 942, 18396
24, 600, 938, 18332
25, 600, 933, 18273
26, 600, 932, 18220
27, 600, 927, 18161
28, 600, 926, 18095
29, 600, 924, 18031
30, 600, 923, 17979
31, 600, 921, 17924
32, 600, 919, 17862
33, 600, 918, 17798
34, 600, 917, 17757
35, 600, 916, 17702
36, 600, 912, 17652
37, 600, 910, 17592
38, 600, 909, 17536
39, 600, 909, 17491
40, 600, 909, 17435
41, 600, 906, 17383
42, 600, 905, 17333
43, 600, 903, 17280
44, 600, 900, 17231
45, 600, 898, 17182
46, 600, 896, 17132
47, 600, 894, 17074
48, 600, 890, 17035
49, 600, 885, 16992
50, 600, 885, 16939
51, 600, 883, 16898
52, 600, 882, 16862
53, 600, 882, 16811
54, 600, 880, 16759
55, 600, 876, 16714
56, 600, 872, 16660
57, 600, 870, 16630
58, 600, 869, 16586
59, 600, 866, 16543
60, 600, 864, 16490
61, 600, 861, 16452
62, 600, 860, 16400
63, 600, 860, 16353
64, 600, 859, 16314
65, 600, 859, 16273
66, 600, 856, 16219
67, 600, 858, 16170
68, 600, 861, 16127
69, 600, 863, 16084
70, 600, 866, 16039
71, 600, 868, 15994
72, 600, 867, 15938
73, 600, 867, 15903
74, 600, 869, 15854
75, 600, 869, 15808
76, 600, 872, 15763
77, 600, 871, 15720
78, 600, 874, 15674
79, 600, 876, 15628
80, 600, 877, 15592
81, 600, 879, 15552
82, 600, 879, 15511
83, 600, 882, 15476
84, 600, 884, 15430
85, 600, 883, 15388
86, 600, 884, 15338
87, 600, 887, 15290
88, 600, 889, 15256
89, 600, 888, 15220
90, 600, 890, 15170
91, 600, 890, 15134
92, 600, 892, 15095
93, 600, 892, 15063
94, 600, 893, 15020
95, 600, 894, 14978
96, 600, 894, 14940
97, 600, 895, 14899
98, 600, 895, 14860
99, 600, 897, 14815
100, 600, 900, 14771
101, 600, 901, 14725
102, 600, 902, 14686
103, 600, 903, 14644
104, 600, 903, 14656
105, 600, 904, 14657
106, 600, 901, 14667
107, 600, 900, 14666
108, 600, 902, 14665
109, 600, 902, 14670
110, 600, 900, 14671
111, 600, 900, 14671
112, 600, 900, 14667
113, 600, 900, 14665
114, 600, 900, 14661
115, 600, 901, 14666
116, 600, 901, 14662
117, 600, 901, 14655
118, 600, 902, 14662
119, 600, 903, 14665
120, 600, 904, 14662
121, 600, 905, 14654
122, 600, 904, 14654
123, 600, 905, 14656
124, 600, 908, 14659
125, 600, 907, 14666
126, 600, 909, 14673
127, 600, 908, 14680
128, 600, 911, 14682
129, 600, 912, 14683
130, 600, 914, 14683
131, 600, 912, 14685
132, 600, 914, 14687
133, 600, 916, 14685
134, 600, 917, 14683
135, 600, 917, 14678
136, 600, 918, 14667
137, 600, 921, 14662
138, 600, 919, 14671
139, 600, 918, 14673
140, 600, 919, 14674
141, 600, 918, 14681
142, 600, 916, 14685
143, 600, 917, 14689
144, 600, 919, 14690
145, 600, 922, 14692
146, 600, 923, 14688
147, 600, 926, 14686
148, 600, 926, 14689
149, 600, 928, 14691
150, 600, 927, 14696
151, 600, 928, 14703
152, 600, 925, 14709
153, 600, 927, 14703
154, 600, 927, 14693
155, 600, 928, 14699
156, 600, 927, 14706
157, 600, 928, 14707
158, 600, 930, 14712
159, 600, 932, 14702
160, 600, 932, 14710
161, 600, 932, 14700
162, 600, 934, 14693
163, 600, 935, 14692
164, 600, 934, 14690
165, 600, 934, 14695
166, 600, 937, 14696
167, 600, 937, 14708
168, 600, 938, 14698
169, 600, 936, 14704
170, 600, 934, 14707
171, 600, 937, 14706
172, 600, 939, 14698
173, 600, 941, 14693
174, 600, 944, 14690
175, 600, 946, 14686
176, 600, 949, 14682
177, 600, 948, 14687
178, 600, 951, 14676
179, 600, 952, 14676
180, 600, 955, 14671
181, 600, 954, 14679
182, 600, 955, 14687
183, 600, 955, 14684
184, 600, 956, 14688
185, 600, 957, 14692
186, 600, 958, 14689
187, 600, 961, 14694
188, 600, 960, 14691
189, 600, 962, 14687
190, 600, 963, 14687
191, 600, 965, 14677
192, 600, 970, 14663
193, 600, 967, 14657
194, 600, 967, 14652
195, 600, 970, 14652
196, 600, 971, 14655
197, 600, 974, 14651
198, 600, 976, 14652
199, 600, 974, 14657
200, 600, 974, 14665
201, 600, 972, 14671
202, 600, 971, 14682
203, 600, 971, 14686
204, 600, 972, 14691
205, 600, 974, 14690
206, 600, 977, 14695
207, 600, 976, 14694
208, 600, 975, 14692
209, 600, 976, 14694
210, 600, 976, 14689
211, 600, 979, 14682
212, 600, 978, 14685
213, 600, 976, 14688
214, 600, 978, 14681
215, 600, 981, 14678
216, 600, 980, 14680
217, 600, 978, 14687
218, 600, 977, 14692
219, 600, 978, 14695
220, 600, 980, 14690
221, 600, 982, 14693
222, 600, 983, 14696
223, 600, 985, 14689
224, 600, 988, 14689
225, 600, 989, 14689
226, 600, 991, 14681
227, 600, 994, 14670
228, 600, 996, 14672
229, 600, 995, 14668
230, 600, 994, 14668
231, 600, 995, 14675
232, 600, 997, 14683
233, 600, 999, 14680
234, 600, 1000, 14683
235, 600, 1003, 14672
236, 600, 1003, 14669
237, 600, 1003, 14670
238, 600, 1001, 14670
239, 600, 1002, 14669
240, 600, 1000, 14676
241, 600, 1000, 14686
242, 600, 999, 14677
243, 600, 1000, 14678
244, 600, 1000, 14689
245, 600, 1003, 14679
246, 600, 1002, 14680
247, 600, 1004, 14673
248, 600, 999, 14681
249, 600, 1004, 14666
250, 600, 1000, 14665
251, 600, 1003, 14646
252, 600, 1006, 14641
253, 600, 1007, 14636
254, 600, 1008, 14631
255, 600, 1007, 14634
256, 600, 1007, 14637
257, 600, 1007, 14647
258, 600, 1009, 14646
259, 600, 1005, 14662
260, 600, 1006, 14657
261, 600, 1009, 14660
262, 600, 1006, 14669
263, 600, 1003, 14667
264, 600, 1003, 14671
265, 600, 1003, 14678
266, 600, 1004, 14680
267, 600, 1006, 14680
268, 600, 1008, 14674
269, 600, 1007, 14681
270, 600, 1009, 14681
271, 600, 1011, 14684
272, 600, 1010, 14691
273, 600, 1008, 14702
274, 600, 1006, 14699
275, 600, 1005, 14694
276, 600, 1006, 14695
277, 600, 1005, 14687
278, 600, 1005, 14693
279, 600, 1005, 14705
280, 600, 1003, 14705
281, 600, 1004, 14710
282, 600, 1004, 14711
283, 600, 1004, 14707
284, 600, 1004, 14711
285, 600, 1006, 14701
286, 600, 1008, 14694
287, 600, 1006, 14694
288, 600, 1006, 14697
289, 600, 1006, 14690
290, 600, 1009, 14685
291, 600, 1012, 14684
292, 600, 1012, 14692
293, 600, 1013, 14687
294, 600, 1015, 14682
295, 600, 1018, 14676
296, 600, 1018, 14686
297, 600, 1021, 14683
298, 600, 1020, 14673
299, 600, 1022, 14673
300, 600, 1024, 14669
301, 600, 1026, 14669
302, 600, 1029, 14660
303, 600, 1028, 14669
304, 600, 1029, 14668
305, 600, 1032, 14666
306, 600, 1035, 14663
307, 600, 1033, 14661
308, 600, 1036, 14650
309, 600, 1039, 14648
310, 600, 1040, 14654
311, 600, 1043, 14656
312, 600, 1044, 14647
313, 600, 1045, 14642
314, 600, 1045, 14631
